"method","arm","level","sample_size","effect_size","truth","predicted","n"
"mrggi","CSq","edge.fdr",50,"all","M4","Weak instrument",44
"mrggi","CSq","edge.fdr",50,"small","M0","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"small","M1","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"small","M2","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"small","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"small","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"small","M3","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"small","M4","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"small","M0","Weak instrument",20
"mrggi","CSq","edge.fdr",50,"small","M1","Weak instrument",20
"mrggi","CSq","edge.fdr",50,"small","M2","Weak instrument",20
"mrggi","CSq","edge.fdr",50,"small","M3","Weak instrument",20
"mrggi","CSq","edge.fdr",50,"small","M4","Weak instrument",20
"mrggi","CSq","edge.fdr",50,"medium","M0","T1 - T2 Edge Absent",3
"mrggi","CSq","edge.fdr",50,"medium","M1","T1 - T2 Edge Absent",5
"mrggi","CSq","edge.fdr",50,"medium","M2","T1 - T2 Edge Absent",7
"mrggi","CSq","edge.fdr",50,"medium","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",50,"medium","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"medium","M0","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",50,"medium","M1","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",50,"medium","M2","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",50,"medium","M3","T1 - T2 Edge Present",3
"mrggi","CSq","edge.fdr",50,"medium","M4","T1 - T2 Edge Present",4
"mrggi","CSq","edge.fdr",50,"medium","M0","Weak instrument",16
"mrggi","CSq","edge.fdr",50,"medium","M1","Weak instrument",14
"mrggi","CSq","edge.fdr",50,"medium","M2","Weak instrument",12
"mrggi","CSq","edge.fdr",50,"medium","M3","Weak instrument",16
"mrggi","CSq","edge.fdr",50,"medium","M4","Weak instrument",16
"mrggi","CSq","edge.fdr",50,"large","M0","T1 - T2 Edge Absent",15
"mrggi","CSq","edge.fdr",50,"large","M1","T1 - T2 Edge Absent",3
"mrggi","CSq","edge.fdr",50,"large","M2","T1 - T2 Edge Absent",10
"mrggi","CSq","edge.fdr",50,"large","M3","T1 - T2 Edge Absent",2
"mrggi","CSq","edge.fdr",50,"large","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",50,"large","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",50,"large","M1","T1 - T2 Edge Present",10
"mrggi","CSq","edge.fdr",50,"large","M2","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",50,"large","M3","T1 - T2 Edge Present",11
"mrggi","CSq","edge.fdr",50,"large","M4","T1 - T2 Edge Present",12
"mrggi","CSq","edge.fdr",50,"large","M0","Weak instrument",5
"mrggi","CSq","edge.fdr",50,"large","M1","Weak instrument",7
"mrggi","CSq","edge.fdr",50,"large","M2","Weak instrument",9
"mrggi","CSq","edge.fdr",50,"large","M3","Weak instrument",7
"mrggi","CSq","edge.fdr",50,"large","M4","Weak instrument",8
"mrggi","CSq","edge.fdr",150,"all","M0","T1 - T2 Edge Absent",34
"mrggi","CSq","edge.fdr",150,"all","M1","T1 - T2 Edge Absent",8
"mrggi","CSq","edge.fdr",150,"all","M2","T1 - T2 Edge Absent",26
"mrggi","CSq","edge.fdr",150,"all","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",150,"all","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"all","M0","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",150,"all","M1","T1 - T2 Edge Present",18
"mrggi","CSq","edge.fdr",150,"all","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"all","M3","T1 - T2 Edge Present",34
"mrggi","CSq","edge.fdr",150,"all","M4","T1 - T2 Edge Present",35
"mrggi","CSq","edge.fdr",150,"all","M0","Weak instrument",24
"mrggi","CSq","edge.fdr",150,"all","M1","Weak instrument",34
"mrggi","CSq","edge.fdr",150,"all","M2","Weak instrument",34
"mrggi","CSq","edge.fdr",150,"all","M3","Weak instrument",25
"mrggi","CSq","edge.fdr",150,"all","M4","Weak instrument",25
"mrggi","CSq","edge.fdr",150,"small","M0","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"small","M1","T1 - T2 Edge Absent",3
"mrggi","CSq","edge.fdr",150,"small","M2","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"small","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"small","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"small","M3","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",150,"small","M4","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",150,"small","M0","Weak instrument",20
"mrggi","CSq","edge.fdr",150,"small","M1","Weak instrument",17
"mrggi","CSq","edge.fdr",150,"small","M2","Weak instrument",20
"mrggi","CSq","edge.fdr",150,"small","M3","Weak instrument",19
"mrggi","CSq","edge.fdr",150,"small","M4","Weak instrument",18
"mrggi","CSq","edge.fdr",150,"medium","M0","T1 - T2 Edge Absent",16
"mrggi","CSq","edge.fdr",150,"medium","M1","T1 - T2 Edge Absent",5
"mrggi","CSq","edge.fdr",150,"medium","M2","T1 - T2 Edge Absent",9
"mrggi","CSq","edge.fdr",150,"medium","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",150,"medium","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"medium","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"medium","M1","T1 - T2 Edge Present",1
"mrggi","CSq","edge.fdr",150,"medium","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"medium","M3","T1 - T2 Edge Present",14
"mrggi","CSq","edge.fdr",150,"medium","M4","T1 - T2 Edge Present",15
"mrggi","CSq","edge.fdr",150,"medium","M0","Weak instrument",4
"mrggi","CSq","edge.fdr",150,"medium","M1","Weak instrument",14
"mrggi","CSq","edge.fdr",150,"medium","M2","Weak instrument",11
"mrggi","CSq","edge.fdr",150,"medium","M3","Weak instrument",5
"mrggi","CSq","edge.fdr",150,"medium","M4","Weak instrument",5
"mrggi","CSq","edge.fdr",150,"large","M0","T1 - T2 Edge Absent",18
"mrggi","CSq","edge.fdr",150,"large","M1","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"large","M2","T1 - T2 Edge Absent",17
"mrggi","CSq","edge.fdr",150,"large","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"large","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",150,"large","M0","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",150,"large","M1","T1 - T2 Edge Present",17
"mrggi","CSq","edge.fdr",150,"large","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",150,"large","M3","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",150,"large","M4","T1 - T2 Edge Present",18
"mrggi","CSq","edge.fdr",150,"large","M0","Weak instrument",0
"mrggi","CSq","edge.fdr",150,"large","M1","Weak instrument",3
"mrggi","CSq","edge.fdr",150,"large","M2","Weak instrument",3
"mrggi","CSq","edge.fdr",150,"large","M3","Weak instrument",1
"mrggi","CSq","edge.fdr",150,"large","M4","Weak instrument",2
"mrggi","CSq","edge.fdr",300,"all","M0","T1 - T2 Edge Absent",43
"mrggi","CSq","edge.fdr",300,"all","M1","T1 - T2 Edge Absent",16
"mrggi","CSq","edge.fdr",300,"all","M2","T1 - T2 Edge Absent",35
"mrggi","CSq","edge.fdr",300,"all","M3","T1 - T2 Edge Absent",3
"mrggi","CSq","edge.fdr",300,"all","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",300,"all","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"all","M1","T1 - T2 Edge Present",27
"mrggi","CSq","edge.fdr",300,"all","M2","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",300,"all","M3","T1 - T2 Edge Present",37
"mrggi","CSq","edge.fdr",300,"all","M4","T1 - T2 Edge Present",42
"mrggi","CSq","edge.fdr",300,"all","M0","Weak instrument",17
"mrggi","CSq","edge.fdr",300,"all","M1","Weak instrument",17
"mrggi","CSq","edge.fdr",300,"all","M2","Weak instrument",23
"mrggi","CSq","edge.fdr",300,"all","M3","Weak instrument",20
"mrggi","CSq","edge.fdr",300,"all","M4","Weak instrument",18
"mrggi","CSq","edge.fdr",300,"small","M0","T1 - T2 Edge Absent",10
"mrggi","CSq","edge.fdr",300,"small","M1","T1 - T2 Edge Absent",5
"mrggi","CSq","edge.fdr",300,"small","M2","T1 - T2 Edge Absent",3
"mrggi","CSq","edge.fdr",300,"small","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",300,"small","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",300,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"small","M3","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",300,"small","M4","T1 - T2 Edge Present",3
"mrggi","CSq","edge.fdr",300,"small","M0","Weak instrument",10
"mrggi","CSq","edge.fdr",300,"small","M1","Weak instrument",15
"mrggi","CSq","edge.fdr",300,"small","M2","Weak instrument",17
"mrggi","CSq","edge.fdr",300,"small","M3","Weak instrument",17
"mrggi","CSq","edge.fdr",300,"small","M4","Weak instrument",17
"mrggi","CSq","edge.fdr",300,"medium","M0","T1 - T2 Edge Absent",14
"mrggi","CSq","edge.fdr",300,"medium","M1","T1 - T2 Edge Absent",11
"mrggi","CSq","edge.fdr",300,"medium","M2","T1 - T2 Edge Absent",14
"mrggi","CSq","edge.fdr",300,"medium","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",300,"medium","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",300,"medium","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"medium","M1","T1 - T2 Edge Present",7
"mrggi","CSq","edge.fdr",300,"medium","M2","T1 - T2 Edge Present",2
"mrggi","CSq","edge.fdr",300,"medium","M3","T1 - T2 Edge Present",17
"mrggi","CSq","edge.fdr",300,"medium","M4","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",300,"medium","M0","Weak instrument",6
"mrggi","CSq","edge.fdr",300,"medium","M1","Weak instrument",2
"mrggi","CSq","edge.fdr",300,"medium","M2","Weak instrument",4
"mrggi","CSq","edge.fdr",300,"medium","M3","Weak instrument",2
"mrggi","CSq","edge.fdr",300,"medium","M4","Weak instrument",0
"mrggi","CSq","edge.fdr",300,"large","M0","T1 - T2 Edge Absent",19
"mrggi","CSq","edge.fdr",300,"large","M1","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",300,"large","M2","T1 - T2 Edge Absent",18
"mrggi","CSq","edge.fdr",300,"large","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",300,"large","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",300,"large","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"large","M1","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",300,"large","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",300,"large","M3","T1 - T2 Edge Present",18
"mrggi","CSq","edge.fdr",300,"large","M4","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",300,"large","M0","Weak instrument",1
"mrggi","CSq","edge.fdr",300,"large","M1","Weak instrument",0
"mrggi","CSq","edge.fdr",300,"large","M2","Weak instrument",2
"mrggi","CSq","edge.fdr",300,"large","M3","Weak instrument",1
"mrggi","CSq","edge.fdr",300,"large","M4","Weak instrument",1
"mrggi","CSq","edge.fdr",670,"all","M0","T1 - T2 Edge Absent",45
"mrggi","CSq","edge.fdr",670,"all","M1","T1 - T2 Edge Absent",21
"mrggi","CSq","edge.fdr",670,"all","M2","T1 - T2 Edge Absent",53
"mrggi","CSq","edge.fdr",670,"all","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"all","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"all","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"all","M1","T1 - T2 Edge Present",25
"mrggi","CSq","edge.fdr",670,"all","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"all","M3","T1 - T2 Edge Present",48
"mrggi","CSq","edge.fdr",670,"all","M4","T1 - T2 Edge Present",50
"mrggi","CSq","edge.fdr",670,"all","M0","Weak instrument",15
"mrggi","CSq","edge.fdr",670,"all","M1","Weak instrument",14
"mrggi","CSq","edge.fdr",670,"all","M2","Weak instrument",7
"mrggi","CSq","edge.fdr",670,"all","M3","Weak instrument",12
"mrggi","CSq","edge.fdr",670,"all","M4","Weak instrument",10
"mrggi","CSq","edge.fdr",670,"small","M0","T1 - T2 Edge Absent",9
"mrggi","CSq","edge.fdr",670,"small","M1","T1 - T2 Edge Absent",8
"mrggi","CSq","edge.fdr",670,"small","M2","T1 - T2 Edge Absent",13
"mrggi","CSq","edge.fdr",670,"small","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"small","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"small","M3","T1 - T2 Edge Present",10
"mrggi","CSq","edge.fdr",670,"small","M4","T1 - T2 Edge Present",11
"mrggi","CSq","edge.fdr",670,"small","M0","Weak instrument",11
"mrggi","CSq","edge.fdr",670,"small","M1","Weak instrument",12
"mrggi","CSq","edge.fdr",670,"small","M2","Weak instrument",7
"mrggi","CSq","edge.fdr",670,"small","M3","Weak instrument",10
"mrggi","CSq","edge.fdr",670,"small","M4","Weak instrument",9
"mrggi","CSq","edge.fdr",670,"medium","M0","T1 - T2 Edge Absent",17
"mrggi","CSq","edge.fdr",670,"medium","M1","T1 - T2 Edge Absent",12
"mrggi","CSq","edge.fdr",670,"medium","M2","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",670,"medium","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"medium","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"medium","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"medium","M1","T1 - T2 Edge Present",6
"mrggi","CSq","edge.fdr",670,"medium","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"medium","M3","T1 - T2 Edge Present",18
"mrggi","CSq","edge.fdr",670,"medium","M4","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",670,"medium","M0","Weak instrument",3
"mrggi","CSq","edge.fdr",670,"medium","M1","Weak instrument",2
"mrggi","CSq","edge.fdr",670,"medium","M2","Weak instrument",0
"mrggi","CSq","edge.fdr",670,"medium","M3","Weak instrument",2
"mrggi","CSq","edge.fdr",670,"medium","M4","Weak instrument",1
"mrggi","CSq","edge.fdr",670,"large","M0","T1 - T2 Edge Absent",19
"mrggi","CSq","edge.fdr",670,"large","M1","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",670,"large","M2","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",670,"large","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"large","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",670,"large","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"large","M1","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",670,"large","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",670,"large","M3","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",670,"large","M4","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",670,"large","M0","Weak instrument",1
"mrggi","CSq","edge.fdr",670,"large","M1","Weak instrument",0
"mrggi","CSq","edge.fdr",670,"large","M2","Weak instrument",0
"mrggi","CSq","edge.fdr",670,"large","M3","Weak instrument",0
"mrggi","CSq","edge.fdr",670,"large","M4","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"all","M0","T1 - T2 Edge Absent",52
"mrggi","CSq","edge.fdr",1000,"all","M1","T1 - T2 Edge Absent",18
"mrggi","CSq","edge.fdr",1000,"all","M2","T1 - T2 Edge Absent",50
"mrggi","CSq","edge.fdr",1000,"all","M3","T1 - T2 Edge Absent",6
"mrggi","CSq","edge.fdr",1000,"all","M4","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",1000,"all","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"all","M1","T1 - T2 Edge Present",32
"mrggi","CSq","edge.fdr",1000,"all","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"all","M3","T1 - T2 Edge Present",47
"mrggi","CSq","edge.fdr",1000,"all","M4","T1 - T2 Edge Present",48
"mrggi","CSq","edge.fdr",1000,"all","M0","Weak instrument",8
"mrggi","CSq","edge.fdr",1000,"all","M1","Weak instrument",10
"mrggi","CSq","edge.fdr",1000,"all","M2","Weak instrument",10
"mrggi","CSq","edge.fdr",1000,"all","M3","Weak instrument",7
"mrggi","CSq","edge.fdr",1000,"all","M4","Weak instrument",11
"mrggi","CSq","edge.fdr",1000,"small","M0","T1 - T2 Edge Absent",12
"mrggi","CSq","edge.fdr",1000,"small","M1","T1 - T2 Edge Absent",11
"mrggi","CSq","edge.fdr",1000,"small","M2","T1 - T2 Edge Absent",10
"mrggi","CSq","edge.fdr",1000,"small","M3","T1 - T2 Edge Absent",5
"mrggi","CSq","edge.fdr",1000,"small","M4","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",1000,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"small","M3","T1 - T2 Edge Present",10
"mrggi","CSq","edge.fdr",1000,"small","M4","T1 - T2 Edge Present",9
"mrggi","CSq","edge.fdr",1000,"small","M0","Weak instrument",8
"mrggi","CSq","edge.fdr",1000,"small","M1","Weak instrument",9
"mrggi","CSq","edge.fdr",1000,"small","M2","Weak instrument",10
"mrggi","CSq","edge.fdr",1000,"small","M3","Weak instrument",5
"mrggi","CSq","edge.fdr",1000,"small","M4","Weak instrument",10
"mrggi","CSq","edge.fdr",1000,"medium","M0","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",1000,"medium","M1","T1 - T2 Edge Absent",6
"mrggi","CSq","edge.fdr",1000,"medium","M2","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",1000,"medium","M3","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",1000,"medium","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",1000,"medium","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"medium","M1","T1 - T2 Edge Present",13
"mrggi","CSq","edge.fdr",1000,"medium","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"medium","M3","T1 - T2 Edge Present",17
"mrggi","CSq","edge.fdr",1000,"medium","M4","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",1000,"medium","M0","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"medium","M1","Weak instrument",1
"mrggi","CSq","edge.fdr",1000,"medium","M2","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"medium","M3","Weak instrument",2
"mrggi","CSq","edge.fdr",1000,"medium","M4","Weak instrument",1
"mrggi","CSq","edge.fdr",1000,"large","M0","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",1000,"large","M1","T1 - T2 Edge Absent",1
"mrggi","CSq","edge.fdr",1000,"large","M2","T1 - T2 Edge Absent",20
"mrggi","CSq","edge.fdr",1000,"large","M3","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",1000,"large","M4","T1 - T2 Edge Absent",0
"mrggi","CSq","edge.fdr",1000,"large","M0","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"large","M1","T1 - T2 Edge Present",19
"mrggi","CSq","edge.fdr",1000,"large","M2","T1 - T2 Edge Present",0
"mrggi","CSq","edge.fdr",1000,"large","M3","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",1000,"large","M4","T1 - T2 Edge Present",20
"mrggi","CSq","edge.fdr",1000,"large","M0","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"large","M1","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"large","M2","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"large","M3","Weak instrument",0
"mrggi","CSq","edge.fdr",1000,"large","M4","Weak instrument",0
"mrggi","CSa","edge.fdr",50,"all","M0","T1 - T2 Edge Absent",19
"mrggi","CSa","edge.fdr",50,"all","M1","T1 - T2 Edge Absent",17
"mrggi","CSa","edge.fdr",50,"all","M2","T1 - T2 Edge Absent",19
"mrggi","CSa","edge.fdr",50,"all","M3","T1 - T2 Edge Absent",6
"mrggi","CSa","edge.fdr",50,"all","M4","T1 - T2 Edge Absent",4
"mrggi","CSa","edge.fdr",50,"all","M0","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"all","M1","T1 - T2 Edge Present",2
"mrggi","CSa","edge.fdr",50,"all","M2","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"all","M3","T1 - T2 Edge Present",11
"mrggi","CSa","edge.fdr",50,"all","M4","T1 - T2 Edge Present",12
"mrggi","CSa","edge.fdr",50,"all","M0","Weak instrument",41
"mrggi","CSa","edge.fdr",50,"all","M1","Weak instrument",41
"mrggi","CSa","edge.fdr",50,"all","M2","Weak instrument",41
"mrggi","CSa","edge.fdr",50,"all","M3","Weak instrument",43
"mrggi","CSa","edge.fdr",50,"all","M4","Weak instrument",44
"mrggi","CSa","edge.fdr",50,"small","M0","T1 - T2 Edge Absent",0
"mrggi","CSa","edge.fdr",50,"small","M1","T1 - T2 Edge Absent",0
"mrggi","CSa","edge.fdr",50,"small","M2","T1 - T2 Edge Absent",0
"mrggi","CSa","edge.fdr",50,"small","M3","T1 - T2 Edge Absent",0
"mrggi","CSa","edge.fdr",50,"small","M4","T1 - T2 Edge Absent",0
"mrggi","CSa","edge.fdr",50,"small","M0","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"small","M1","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"small","M2","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"small","M3","T1 - T2 Edge Present",0
"mrggi","CSa","edge.fdr",50,"small","M4","T1 - T2 Edge Present",0
